loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_massj,pl_orbeccen,st_mass
12088,Kepler-186 e,Kepler-186,1,5,22.40777444,0.121800,,,0.000000,0.48
12089,Kepler-186 e,Kepler-186,1,5,22.40777444,0.121800,,,0.000000,0.48
12090,Kepler-186 e,Kepler-186,1,5,22.40770400,0.110000,0.113,,,0.48
12092,Kepler-186 e,Kepler-186,1,5,22.40777444,0.121800,,,0.000000,0.48
12096,Kepler-186 f,Kepler-186,1,5,129.94577000,0.393100,,,0.000000,0.48
12097,Kepler-186 f,Kepler-186,1,5,129.94577000,0.393100,,,0.000000,0.48
12099,Kepler-186 f,Kepler-186,1,5,129.94410000,0.432000,0.104,,0.040000,0.54
12104,Kepler-186 f,Kepler-186,1,5,129.94590000,0.356000,0.099,,,0.48
12105,Kepler-186 f,Kepler-186,1,5,129.94539200,0.385500,,,0.000000,0.45
12106,Kepler-186 f,Kepler-186,1,5,129.94577000,0.393100,,,0.000000,0.48
13582,Kepler-238 b,Kepler-238,1,5,2.09087600,0.034000,0.154,,,
13583,Kepler-238 b,Kepler-238,1,5,2.09081565,0.032600,,,0.000000,1.06
13584,Kepler-238 b,Kepler-238,1,5,2.09081565,0.032600,,,0.000000,1.06
13585,Kepler-238 b,Kepler-238,1,5,2.09087900,0.032000,,,0.000000,0.97
13587,Kepler-238 b,Kepler-238,1,5,2.09081565,0.032600,,,0.000000,1.06
13588,Kepler-238 b,Kepler-238,1,5,2.09081130,0.032900,,,0.000000,1.08
13589,Kepler-238 c,Kepler-238,1,5,6.15555700,0.069000,0.213,,,
13591,Kepler-238 c,Kepler-238,1,5,6.15555756,0.067000,,,0.000000,1.06
13592,Kepler-238 c,Kepler-238,1,5,6.15555756,0.067000,,,0.000000,1.06
13593,Kepler-238 c,Kepler-238,1,5,6.15555756,0.067000,,,0.000000,1.06
13594,Kepler-238 c,Kepler-238,1,5,6.15560285,0.067600,,,0.000000,1.08
13596,Kepler-238 c,Kepler-238,1,5,6.15554100,0.065000,,,0.000000,0.97
13599,Kepler-238 d,Kepler-238,1,5,13.23356008,0.111600,,,0.000000,1.06
13600,Kepler-238 d,Kepler-238,1,5,13.23356008,0.111600,,,0.000000,1.06
13601,Kepler-238 d,Kepler-238,1,5,13.23352214,0.112600,,,0.000000,1.08
13605,Kepler-238 d,Kepler-238,1,5,13.23356008,0.111600,,,0.000000,1.06
13606,Kepler-238 d,Kepler-238,1,5,13.23580000,0.108000,,,0.000000,0.97
13608,Kepler-238 d,Kepler-238,1,5,13.23354900,0.115000,0.274,,,
13611,Kepler-238 e,Kepler-238,1,5,23.65359300,0.160000,,,0.000000,0.97
13612,Kepler-238 e,Kepler-238,1,5,23.65368621,0.164400,,,0.000000,1.06
13613,Kepler-238 e,Kepler-238,1,5,23.65368621,0.164400,,,0.000000,1.06
13617,Kepler-238 e,Kepler-238,1,5,23.65368621,0.164400,,,0.000000,1.06
13618,Kepler-238 e,Kepler-238,1,5,23.65369415,0.165800,,,0.000000,1.08
13619,Kepler-238 f,Kepler-238,1,5,50.44731560,0.272400,,,0.000000,1.06
13623,Kepler-238 f,Kepler-238,1,5,50.44674170,0.274700,,,0.000000,1.08
13624,Kepler-238 f,Kepler-238,1,5,50.44731560,0.272400,,,0.000000,1.06
13625,Kepler-238 f,Kepler-238,1,5,50.44540000,0.265000,,,0.000000,0.97
13626,Kepler-238 f,Kepler-238,1,5,50.44731560,0.272400,,,0.000000,1.06
15147,Kepler-292 b,Kepler-292,1,5,2.58082149,0.035800,,,0.000000,0.92
15149,Kepler-292 b,Kepler-292,1,5,2.58083264,0.034500,,,0.000000,0.82
15151,Kepler-292 b,Kepler-292,1,5,2.58082149,0.035800,,,0.000000,0.92
15152,Kepler-292 b,Kepler-292,1,5,2.58078800,0.035000,,,0.000000,0.83
15153,Kepler-292 b,Kepler-292,1,5,2.58082149,0.035800,,,0.000000,0.92
15154,Kepler-292 b,Kepler-292,1,5,2.58082700,0.035000,0.118,,,
15155,Kepler-292 c,Kepler-292,1,5,3.71545391,0.045700,,,0.000000,0.92
15158,Kepler-292 c,Kepler-292,1,5,3.71533500,0.045000,0.131,,,
15159,Kepler-292 c,Kepler-292,1,5,3.71545391,0.045700,,,0.000000,0.92
15160,Kepler-292 c,Kepler-292,1,5,3.71545593,0.044000,,,0.000000,0.82
15161,Kepler-292 c,Kepler-292,1,5,3.71545391,0.045700,,,0.000000,0.92
15162,Kepler-292 c,Kepler-292,1,5,3.71534500,0.044000,,,0.000000,0.83
15166,Kepler-292 d,Kepler-292,1,5,7.05565840,0.067500,,,0.000000,0.82
15167,Kepler-292 d,Kepler-292,1,5,7.05567900,0.068000,0.199,,,
15168,Kepler-292 d,Kepler-292,1,5,7.05566710,0.070100,,,0.000000,0.92
15169,Kepler-292 d,Kepler-292,1,5,7.05566710,0.070100,,,0.000000,0.92
15170,Kepler-292 d,Kepler-292,1,5,7.05565200,0.068000,,,0.000000,0.83
15173,Kepler-292 d,Kepler-292,1,5,7.05566710,0.070100,,,0.000000,0.92
15174,Kepler-292 e,Kepler-292,1,5,11.97882200,0.099700,,,0.000000,0.92
15177,Kepler-292 e,Kepler-292,1,5,11.97884409,0.096000,,,0.000000,0.82
15178,Kepler-292 e,Kepler-292,1,5,11.97865000,0.096000,,,0.000000,0.83
15181,Kepler-292 e,Kepler-292,1,5,11.97882200,0.099700,,,0.000000,0.92
15182,Kepler-292 e,Kepler-292,1,5,11.97901000,0.097000,0.238,,,
15183,Kepler-292 e,Kepler-292,1,5,11.97882200,0.099700,,,0.000000,0.92
15187,Kepler-292 f,Kepler-292,1,5,20.83429470,0.144200,,,0.000000,0.92
15189,Kepler-292 f,Kepler-292,1,5,20.83414970,0.138900,,,0.000000,0.82
15190,Kepler-292 f,Kepler-292,1,5,20.83428000,0.140000,,,0.000000,0.83
15191,Kepler-292 f,Kepler-292,1,5,20.83429470,0.144200,,,0.000000,0.92
15192,Kepler-292 f,Kepler-292,1,5,20.83429470,0.144200,,,0.000000,0.92
15193,Kepler-292 f,Kepler-292,1,5,20.83423700,0.141000,0.210,,,
15958,Kepler-32 b,Kepler-32,1,5,5.90128282,0.051400,,,0.000000,0.52
15960,Kepler-32 b,Kepler-32,1,5,5.90128282,0.051400,,,0.000000,0.52
15961,Kepler-32 b,Kepler-32,1,5,5.90127815,0.051000,,,0.000000,0.51
15962,Kepler-32 b,Kepler-32,1,5,5.90126900,0.052000,,,0.000000,0.55
15965,Kepler-32 b,Kepler-32,1,5,5.90124000,0.050000,0.196,4.10000,,0.58
15968,Kepler-32 b,Kepler-32,1,5,5.90125513,0.051510,0.180,,,0.52
15970,Kepler-32 b,Kepler-32,1,5,5.90120000,0.051900,0.196,,,0.54
15972,Kepler-32 b,Kepler-32,1,5,5.90128282,0.051400,,,0.000000,0.52
15973,Kepler-32 c,Kepler-32,1,5,8.75220000,0.090000,0.178,0.50000,,0.58
15974,Kepler-32 c,Kepler-32,1,5,8.75220000,0.067000,0.178,,,0.54
15978,Kepler-32 c,Kepler-32,1,5,8.75216700,0.068000,,,0.000000,0.55
15979,Kepler-32 c,Kepler-32,1,5,8.75210645,0.066900,,,0.000000,0.52
15982,Kepler-32 c,Kepler-32,1,5,8.75245953,0.066990,0.186,,,0.52
15985,Kepler-32 c,Kepler-32,1,5,8.75210645,0.066900,,,0.000000,0.52
15986,Kepler-32 c,Kepler-32,1,5,8.75209691,0.066400,,,0.000000,0.51
15987,Kepler-32 c,Kepler-32,1,5,8.75210645,0.066900,,,0.000000,0.52
15988,Kepler-32 d,Kepler-32,1,5,22.78076945,0.126500,,,0.000000,0.52
15990,Kepler-32 d,Kepler-32,1,5,22.78076945,0.126500,,,0.000000,0.52
15991,Kepler-32 d,Kepler-32,1,5,22.78080600,0.129000,,,0.000000,0.55
15993,Kepler-32 d,Kepler-32,1,5,22.78078241,0.125600,,,0.000000,0.51
15994,Kepler-32 d,Kepler-32,1,5,22.78020000,0.130000,0.241,,,0.58
15996,Kepler-32 d,Kepler-32,1,5,22.78033066,0.126760,0.194,,,0.52
15998,Kepler-32 d,Kepler-32,1,5,22.78020000,0.128000,0.241,,,0.54
16002,Kepler-32 d,Kepler-32,1,5,22.78076945,0.126500,,,0.000000,0.52
16003,Kepler-32 e,Kepler-32,1,5,2.89600521,0.031800,,,0.000000,0.51
16005,Kepler-32 e,Kepler-32,1,5,2.89602900,0.032050,0.093,,,0.52
16006,Kepler-32 e,Kepler-32,1,5,2.89600000,0.033000,0.134,,,0.58
16007,Kepler-32 e,Kepler-32,1,5,2.89601379,0.032000,,,0.000000,0.52
16010,Kepler-32 e,Kepler-32,1,5,2.89601379,0.032000,,,0.000000,0.52
16012,Kepler-32 e,Kepler-32,1,5,2.89600900,0.033000,,,0.000000,0.55
16013,Kepler-32 e,Kepler-32,1,5,2.89601379,0.032000,,,0.000000,0.52
16014,Kepler-32 e,Kepler-32,1,5,2.89600000,0.032300,0.134,,,0.54
16022,Kepler-32 f,Kepler-32,1,5,0.74295884,0.012900,,,0.000000,0.52
16023,Kepler-32 f,Kepler-32,1,5,0.74295600,0.013000,,,0.000000,0.55
16024,Kepler-32 f,Kepler-32,1,5,0.74295884,0.012900,,,0.000000,0.52
16025,Kepler-32 f,Kepler-32,1,5,0.74295884,0.012900,,,0.000000,0.52
16026,Kepler-32 f,Kepler-32,1,5,0.74295791,0.012800,,,0.000000,0.51
16027,Kepler-32 f,Kepler-32,1,5,0.74296000,0.013000,0.073,,,0.58
16028,Kepler-32 f,Kepler-32,1,5,0.74296000,0.013000,0.072,,,0.54
16265,Kepler-33 b,Kepler-33,1,5,5.66807500,0.068000,,,0.000000,1.29
16266,Kepler-33 b,Kepler-33,1,5,5.66815436,0.064300,,,0.000000,1.10
16268,Kepler-33 b,Kepler-33,1,5,5.66815436,0.064300,,,0.000000,1.10
16269,Kepler-33 b,Kepler-33,1,5,5.66815821,0.064300,,,0.000000,1.10
16271,Kepler-33 b,Kepler-33,1,5,5.66815436,0.064300,,,0.000000,1.10
16272,Kepler-33 b,Kepler-33,1,5,5.66793000,0.067700,0.155,,0.000000,1.29
16273,Kepler-33 c,Kepler-33,1,5,13.17556672,0.112800,,,0.000000,1.10
16275,Kepler-33 c,Kepler-33,1,5,13.17556672,0.112800,,,0.000000,1.10
16276,Kepler-33 c,Kepler-33,1,5,13.17562000,0.118900,0.285,,0.000000,1.29
16278,Kepler-33 c,Kepler-33,1,5,13.17556672,0.112800,,,0.000000,1.10
16279,Kepler-33 c,Kepler-33,1,5,13.17561900,0.119000,,,0.000000,1.29
16281,Kepler-33 c,Kepler-33,1,5,13.17555999,0.112800,,,0.000000,1.10
16286,Kepler-33 d,Kepler-33,1,5,21.77575400,0.166000,,,0.000000,1.29
16287,Kepler-33 d,Kepler-33,1,5,21.77568158,0.157700,,,0.000000,1.10
16288,Kepler-33 d,Kepler-33,1,5,21.77568751,0.157700,,,0.000000,1.10
16289,Kepler-33 d,Kepler-33,1,5,21.77568751,0.157700,,,0.000000,1.10
16291,Kepler-33 d,Kepler-33,1,5,21.77596000,0.166200,0.477,,0.000000,1.29
16296,Kepler-33 d,Kepler-33,1,5,21.77568751,0.157700,,,0.000000,1.10
16298,Kepler-33 e,Kepler-33,1,5,31.78476785,0.202900,,,0.000000,1.10
16299,Kepler-33 e,Kepler-33,1,5,31.78476785,0.202900,,,0.000000,1.10
16301,Kepler-33 e,Kepler-33,1,5,31.78481570,0.202900,,,0.000000,1.10
16302,Kepler-33 e,Kepler-33,1,5,31.78476785,0.202900,,,0.000000,1.10
16303,Kepler-33 e,Kepler-33,1,5,31.78466000,0.214000,,,0.000000,1.29
16304,Kepler-33 e,Kepler-33,1,5,31.78440000,0.213800,0.359,,0.000000,1.29
16310,Kepler-33 f,Kepler-33,1,5,41.02806370,0.240500,,,0.000000,1.10
16311,Kepler-33 f,Kepler-33,1,5,41.02902000,0.253500,0.398,,0.000000,1.29
16312,Kepler-33 f,Kepler-33,1,5,41.02806370,0.240500,,,0.000000,1.10
16314,Kepler-33 f,Kepler-33,1,5,41.02806370,0.240500,,,0.000000,1.10
16319,Kepler-33 f,Kepler-33,1,5,41.02834240,0.240500,,,0.000000,1.10
16320,Kepler-33 f,Kepler-33,1,5,41.02795000,0.254000,,,0.000000,1.29
19898,Kepler-55 b,Kepler-55,1,5,27.95413370,0.159300,,,0.000000,0.71
19899,Kepler-55 b,Kepler-55,1,5,27.95379590,0.155700,,,0.000000,0.65
19900,Kepler-55 b,Kepler-55,1,5,27.95379590,0.155700,,,0.000000,0.65
19902,Kepler-55 b,Kepler-55,1,5,27.95369000,0.155000,,,0.000000,0.63
19906,Kepler-55 b,Kepler-55,1,5,27.95379590,0.155700,,,0.000000,0.65
19907,Kepler-55 c,Kepler-55,1,5,42.14126640,0.204700,,,0.000000,0.65
19908,Kepler-55 c,Kepler-55,1,5,42.14126640,0.204700,,,0.000000,0.65
19909,Kepler-55 c,Kepler-55,1,5,42.14060890,0.209500,,,0.000000,0.71
19910,Kepler-55 c,Kepler-55,1,5,42.14126640,0.204700,,,0.000000,0.65
19914,Kepler-55 c,Kepler-55,1,5,42.14334000,0.203000,,,0.000000,0.63
19919,Kepler-55 d,Kepler-55,1,5,2.21110680,0.029000,,,0.000000,0.63
19920,Kepler-55 d,Kepler-55,1,5,2.21112285,0.028700,,,0.000000,0.65
19921,Kepler-55 d,Kepler-55,1,5,2.21111699,0.029400,,,0.000000,0.71
19923,Kepler-55 d,Kepler-55,1,5,2.21112285,0.028700,,,0.000000,0.65
19924,Kepler-55 d,Kepler-55,1,5,2.21109900,0.029000,0.142,,,
19925,Kepler-55 d,Kepler-55,1,5,2.21112285,0.028700,,,0.000000,0.65
19927,Kepler-55 e,Kepler-55,1,5,4.61746693,0.046900,,,0.000000,0.65
19928,Kepler-55 e,Kepler-55,1,5,4.61746693,0.046900,,,0.000000,0.65
19929,Kepler-55 e,Kepler-55,1,5,4.61751900,0.047000,,,0.000000,0.63
19930,Kepler-55 e,Kepler-55,1,5,4.61746693,0.046900,,,0.000000,0.65
19931,Kepler-55 e,Kepler-55,1,5,4.61749056,0.048000,,,0.000000,0.71
19934,Kepler-55 e,Kepler-55,1,5,4.61753400,0.048000,0.138,,,
19936,Kepler-55 f,Kepler-55,1,5,10.19849255,0.081400,,,0.000000,0.71
19937,Kepler-55 f,Kepler-55,1,5,10.19854500,0.081000,0.142,,,
19939,Kepler-55 f,Kepler-55,1,5,10.19851808,0.079500,,,0.000000,0.65
19940,Kepler-55 f,Kepler-55,1,5,10.19851808,0.079500,,,0.000000,0.65
19941,Kepler-55 f,Kepler-55,1,5,10.19857400,0.079000,,,0.000000,0.63
19942,Kepler-55 f,Kepler-55,1,5,10.19851808,0.079500,,,0.000000,0.65
20796,Kepler-62 b,Kepler-62,1,5,5.71489072,0.053800,,,0.000000,0.64
20798,Kepler-62 b,Kepler-62,1,5,5.71493200,0.055300,0.117,0.03000,,0.69
20799,Kepler-62 b,Kepler-62,1,5,5.71489072,0.053800,,,0.000000,0.64
20800,Kepler-62 b,Kepler-62,1,5,5.71489072,0.053800,,,0.000000,0.64
20801,Kepler-62 b,Kepler-62,1,5,5.71493200,0.054000,,,0.000000,0.65
20803,Kepler-62 b,Kepler-62,1,5,5.71489692,0.056100,,,0.000000,0.73
20806,Kepler-62 c,Kepler-62,1,5,12.44170000,0.092900,0.048,0.01300,,0.69
20807,Kepler-62 c,Kepler-62,1,5,12.44168710,0.090400,,,0.000000,0.64
20811,Kepler-62 c,Kepler-62,1,5,12.44168710,0.090400,,,0.000000,0.64
20812,Kepler-62 c,Kepler-62,1,5,12.44180030,0.094200,,,0.000000,0.73
20813,Kepler-62 c,Kepler-62,1,5,12.44168710,0.090400,,,0.000000,0.64
20815,Kepler-62 d,Kepler-62,1,5,18.16407876,0.116400,,,0.000000,0.64
20818,Kepler-62 d,Kepler-62,1,5,18.16406400,0.117000,,,0.000000,0.65
20820,Kepler-62 d,Kepler-62,1,5,18.16406000,0.120000,0.174,0.04400,,0.69
20821,Kepler-62 d,Kepler-62,1,5,18.16407876,0.116400,,,0.000000,0.64
20822,Kepler-62 d,Kepler-62,1,5,18.16407876,0.116400,,,0.000000,0.64
20823,Kepler-62 d,Kepler-62,1,5,18.16407304,0.121200,,,0.000000,0.73
20827,Kepler-62 e,Kepler-62,1,5,122.38742000,0.417000,,,0.000000,0.65
20828,Kepler-62 e,Kepler-62,1,5,122.38638120,0.415200,,,0.000000,0.64
20831,Kepler-62 e,Kepler-62,1,5,122.38740000,0.427000,0.144,0.11300,,0.69
20832,Kepler-62 e,Kepler-62,1,5,122.38586810,0.432400,,,0.000000,0.73
20833,Kepler-62 e,Kepler-62,1,5,122.38638120,0.415200,,,0.000000,0.64
20834,Kepler-62 e,Kepler-62,1,5,122.38638120,0.415200,,,0.000000,0.64
20835,Kepler-62 f,Kepler-62,1,5,267.29100000,0.718000,0.126,0.11000,,0.69
20838,Kepler-62 f,Kepler-62,1,5,267.28252100,0.727900,,,0.000000,0.73
20839,Kepler-62 f,Kepler-62,1,5,267.28330100,0.699000,,,0.000000,0.64
20840,Kepler-62 f,Kepler-62,1,5,267.28330100,0.699000,,,0.000000,0.64
20841,Kepler-62 f,Kepler-62,1,5,267.28330100,0.699000,,,0.000000,0.64
22778,Kepler-80 b,Kepler-80,1,6,7.05343900,0.065000,,,0.000000,0.72
22780,Kepler-80 b,Kepler-80,1,6,7.05352715,0.060200,,,0.000000,0.58
22781,Kepler-80 b,Kepler-80,1,6,7.05351445,0.060400,,,0.000000,0.59
22782,Kepler-80 b,Kepler-80,1,6,7.05246000,0.064800,0.238,0.02180,,0.73
22783,Kepler-80 b,Kepler-80,1,6,7.05351445,0.060400,,,0.000000,0.59
22786,Kepler-80 b,Kepler-80,1,6,7.05351445,0.060400,,,0.000000,0.59
22788,Kepler-80 b,Kepler-80,1,6,7.05347776,0.060220,0.187,,,0.59
22789,Kepler-80 c,Kepler-80,1,6,9.52165016,0.073800,,,0.000000,0.59
22791,Kepler-80 c,Kepler-80,1,6,9.52355000,0.079200,0.244,0.02121,,0.73
22792,Kepler-80 c,Kepler-80,1,6,9.52178300,0.079000,,,0.000000,0.72
22793,Kepler-80 c,Kepler-80,1,6,9.52165016,0.073800,,,0.000000,0.59
22794,Kepler-80 c,Kepler-80,1,6,9.52164464,0.073500,,,0.000000,0.58
22797,Kepler-80 c,Kepler-80,1,6,9.52165016,0.073800,,,0.000000,0.59
22798,Kepler-80 c,Kepler-80,1,6,9.52169991,0.073550,0.193,,,0.59
22800,Kepler-80 d,Kepler-80,1,6,3.07218600,0.037000,0.155,,,
22801,Kepler-80 d,Kepler-80,1,6,3.07214920,0.034700,,,0.000000,0.59
22802,Kepler-80 d,Kepler-80,1,6,3.07222000,0.037200,0.136,0.02124,,0.73
22806,Kepler-80 d,Kepler-80,1,6,3.07216597,0.034600,0.099,,,0.59
22809,Kepler-80 d,Kepler-80,1,6,3.07216900,0.037000,,,0.000000,0.72
22810,Kepler-80 d,Kepler-80,1,6,3.07214920,0.034700,,,0.000000,0.59
22811,Kepler-80 d,Kepler-80,1,6,3.07214661,0.034600,,,0.000000,0.58
22812,Kepler-80 d,Kepler-80,1,6,3.07214920,0.034700,,,0.000000,0.59
22813,Kepler-80 e,Kepler-80,1,6,4.64539709,0.045700,,,0.000000,0.59
22814,Kepler-80 e,Kepler-80,1,6,4.64535284,0.045580,0.143,,,0.59
22816,Kepler-80 e,Kepler-80,1,6,4.64538700,0.049000,0.146,,,
22817,Kepler-80 e,Kepler-80,1,6,4.64539709,0.045700,,,0.000000,0.59
22819,Kepler-80 e,Kepler-80,1,6,4.64538215,0.045600,,,0.000000,0.58
22822,Kepler-80 e,Kepler-80,1,6,4.64536600,0.049000,,,0.000000,0.72
22823,Kepler-80 e,Kepler-80,1,6,4.64539709,0.045700,,,0.000000,0.59
22824,Kepler-80 e,Kepler-80,1,6,4.64489000,0.049100,0.143,0.01299,,0.73
22825,Kepler-80 f,Kepler-80,1,6,0.98678583,0.016200,,,0.000000,0.58
22827,Kepler-80 f,Kepler-80,1,6,0.98676790,0.017000,,,0.000000,0.72
22829,Kepler-80 f,Kepler-80,1,6,0.98678706,0.016300,,,0.000000,0.59
22831,Kepler-80 f,Kepler-80,1,6,0.98678706,0.016300,,,0.000000,0.59
22832,Kepler-80 f,Kepler-80,1,6,0.98678706,0.016300,,,0.000000,0.59
22833,Kepler-80 f,Kepler-80,1,6,0.98678730,0.017500,0.108,,,0.73
23058,Kepler-82 b,Kepler-82,1,5,26.44435456,0.171800,,,0.000000,0.97
23059,Kepler-82 b,Kepler-82,1,5,26.44288000,0.169000,,,0.000000,0.92
23060,Kepler-82 b,Kepler-82,1,5,26.44000000,0.168300,0.363,0.03823,0.003300,0.91
23062,Kepler-82 b,Kepler-82,1,5,26.44435456,0.171800,,,0.000000,0.97
23063,Kepler-82 b,Kepler-82,1,5,26.44435456,0.171800,,,0.000000,0.97
23064,Kepler-82 b,Kepler-82,1,5,26.44439337,0.168700,,,0.000000,0.92
23068,Kepler-82 c,Kepler-82,1,5,51.53005000,0.264000,,,0.000000,0.92
23069,Kepler-82 c,Kepler-82,1,5,51.53998542,0.268100,,,0.000000,0.97
23071,Kepler-82 c,Kepler-82,1,5,51.53998542,0.268100,,,0.000000,0.97
23073,Kepler-82 c,Kepler-82,1,5,51.54000000,0.262600,0.476,0.04373,0.007000,0.91
23076,Kepler-82 c,Kepler-82,1,5,51.53997972,0.263200,,,0.000000,0.92
23078,Kepler-82 c,Kepler-82,1,5,51.53998542,0.268100,,,0.000000,0.97
23081,Kepler-82 d,Kepler-82,1,5,2.38295159,0.033900,,,0.000000,0.92
23082,Kepler-82 d,Kepler-82,1,5,2.38295219,0.034500,,,0.000000,0.97
23083,Kepler-82 d,Kepler-82,1,5,2.38295219,0.034500,,,0.000000,0.97
23085,Kepler-82 d,Kepler-82,1,5,2.38296100,0.034000,0.158,,,
23086,Kepler-82 d,Kepler-82,1,5,2.38296100,0.034000,,,0.000000,0.92
23087,Kepler-82 d,Kepler-82,1,5,2.38295219,0.034500,,,0.000000,0.97
23088,Kepler-82 e,Kepler-82,1,5,5.90220600,0.063000,0.220,,,
23089,Kepler-82 e,Kepler-82,1,5,5.90224692,0.063200,,,0.000000,0.97
23091,Kepler-82 e,Kepler-82,1,5,5.90224692,0.063200,,,0.000000,0.97
23092,Kepler-82 e,Kepler-82,1,5,5.90224692,0.063200,,,0.000000,0.97
23094,Kepler-82 e,Kepler-82,1,5,5.90220900,0.062000,,,0.000000,0.92
23095,Kepler-82 e,Kepler-82,1,5,5.90224578,0.062100,,,0.000000,0.92
23098,Kepler-82 f,Kepler-82,1,5,75.73200000,0.339500,,0.06576,0.001400,0.91
23321,Kepler-84 b,Kepler-84,1,5,8.72585936,0.083100,,,0.000000,1.00
23323,Kepler-84 b,Kepler-84,1,5,8.72585936,0.083100,,,0.000000,1.00
23327,Kepler-84 b,Kepler-84,1,5,8.72585478,0.082700,,,0.000000,0.99
23328,Kepler-84 b,Kepler-84,1,5,8.72585936,0.083100,,,0.000000,1.00
23329,Kepler-84 b,Kepler-84,1,5,8.72585400,0.083000,,,0.000000,1.02
23334,Kepler-84 c,Kepler-84,1,5,12.88252500,0.108000,,,0.000000,1.02
23336,Kepler-84 c,Kepler-84,1,5,12.88296485,0.107800,,,0.000000,1.00
23337,Kepler-84 c,Kepler-84,1,5,12.88296485,0.107800,,,0.000000,1.00
23338,Kepler-84 c,Kepler-84,1,5,12.88291395,0.107200,,,0.000000,0.99
23339,Kepler-84 c,Kepler-84,1,5,12.88296485,0.107800,,,0.000000,1.00
23340,Kepler-84 d,Kepler-84,1,5,4.22453631,0.051000,,,0.000000,0.99
23341,Kepler-84 d,Kepler-84,1,5,4.22451369,0.051200,,,0.000000,1.00
23342,Kepler-84 d,Kepler-84,1,5,4.22451369,0.051200,,,0.000000,1.00
23343,Kepler-84 d,Kepler-84,1,5,4.22453700,0.052000,0.123,,,
23344,Kepler-84 d,Kepler-84,1,5,4.22448800,0.051000,,,0.000000,1.02
23346,Kepler-84 d,Kepler-84,1,5,4.22451369,0.051200,,,0.000000,1.00
23348,Kepler-84 e,Kepler-84,1,5,27.43458830,0.178400,,,0.000000,1.00
23349,Kepler-84 e,Kepler-84,1,5,27.43458830,0.178400,,,0.000000,1.00
23350,Kepler-84 e,Kepler-84,1,5,27.43458830,0.178400,,,0.000000,1.00
23351,Kepler-84 e,Kepler-84,1,5,27.43438900,0.181000,0.232,,,
23352,Kepler-84 e,Kepler-84,1,5,27.43459730,0.177400,,,0.000000,0.99
23355,Kepler-84 e,Kepler-84,1,5,27.43473000,0.179000,,,0.000000,1.02
23357,Kepler-84 f,Kepler-84,1,5,44.55184160,0.246500,,,0.000000,1.00
23359,Kepler-84 f,Kepler-84,1,5,44.55202660,0.245100,,,0.000000,0.99
23360,Kepler-84 f,Kepler-84,1,5,44.55208000,0.247000,,,0.000000,1.02
23361,Kepler-84 f,Kepler-84,1,5,44.55184160,0.246500,,,0.000000,1.00
23362,Kepler-84 f,Kepler-84,1,5,44.55184160,0.246500,,,0.000000,1.00
23365,Kepler-84 f,Kepler-84,1,5,44.55216900,0.250000,0.196,,,
25465,TRAPPIST-1 b,TRAPPIST-1,1,7,1.51084800,0.011110,0.099,,0.000000,0.08
25467,TRAPPIST-1 b,TRAPPIST-1,1,7,1.51087081,0.011110,0.097,0.00267,0.081000,0.08
25469,TRAPPIST-1 c,TRAPPIST-1,1,7,2.42184800,0.015220,0.094,,0.000000,0.08
25470,TRAPPIST-1 c,TRAPPIST-1,1,7,2.42182330,0.015210,0.094,0.00434,0.083000,0.08
25471,TRAPPIST-1 d,TRAPPIST-1,1,7,4.04961000,0.021440,0.069,0.00129,0.070000,0.08
25472,TRAPPIST-1 e,TRAPPIST-1,1,7,6.09961500,0.028170,0.082,0.00195,0.085000,0.08
25473,TRAPPIST-1 f,TRAPPIST-1,1,7,9.20669000,0.037100,0.093,0.00214,0.063000,0.08
25474,TRAPPIST-1 g,TRAPPIST-1,1,7,12.35294000,0.045100,0.101,0.00422,0.061000,0.08
25475,TRAPPIST-1 h,TRAPPIST-1,1,7,20.00000000,0.063000,0.067,,,0.08
